idle,slot,usage,timestamp
0.00024576,0.00049152,50.0,0.00434576
0.00024576,0.00049152,50.0,0.00434576
0.00024576,0.00049152,50.0,0.00434576
0.00024576,0.00049152,50.0,0.00434576
0.00024576,0.00049152,50.0,0.00434576
0.00024576,0.00049152,50.0,0.00434576
